job_id,num_qubits,layers,rotations,entanglement,param_count,num_shots,depth,req_iterations,cpu_units,mem_bw,arrival_time,priority
2798,13,6,ry,circular,91,2400,85,9,5,18,5508.8127227016275,2
2799,24,6,"rx, rz, ry",circular,504,2900,165,5,7,12,5510.735286779906,2
2800,12,7,"rz, rx",circular,192,4700,100,7,5,17,5512.955765619597,2
2801,13,7,"ry, rz",circular,208,1400,107,7,9,10,5514.914779897821,2
2802,19,6,"rx, rz",circular,266,1100,128,9,7,13,5515.811142455985,2
2803,12,7,"rz, ry, rx",circular,288,1800,108,6,9,13,5518.036954020406,2
2804,13,6,"rz, ry",circular,182,4500,92,7,6,18,5519.006899976537,2
2805,10,10,ry,circular,110,3800,111,8,7,14,5523.655181807329,2
2806,23,6,rx,circular,161,2300,145,5,5,14,5526.818215052975,2
2807,14,8,"rx, ry, rz",circular,378,1100,139,9,6,15,5528.283963875779,2
2808,22,6,"rx, rz",circular,308,1600,146,9,7,15,5529.510981915705,2
2809,21,7,rx,circular,168,1300,155,6,5,19,5529.785191367551,2
2810,15,8,"rz, rx, ry",circular,405,3700,147,5,6,18,5530.653392227913,2
2811,23,8,rz,circular,207,4600,193,5,6,15,5533.936298677682,2
2812,15,8,rz,circular,135,4900,129,9,8,11,5536.4352692116645,2
2813,18,8,"ry, rx",circular,324,4400,162,6,9,17,5542.677311632506,2
2814,10,8,"rx, ry",circular,180,2800,98,5,9,17,5544.873692816343,2
2815,22,7,"rx, rz, ry",circular,528,2300,178,5,6,16,5546.326183060248,2
2816,18,6,"ry, rz",circular,252,1900,122,9,9,14,5547.091538117459,2
2817,20,8,rx,circular,180,4000,169,6,7,14,5550.71485845559,2
2818,20,6,"rz, ry, rx",circular,420,2900,141,6,5,19,5551.642407135506,2
2819,20,8,"rz, rx",circular,360,4500,178,9,9,12,5554.559820358152,2
2820,21,9,rz,circular,210,4800,199,8,5,15,5557.414205146487,2
2821,19,5,"rx, ry, rz",circular,342,3700,113,6,8,15,5557.694918646985,2
2822,15,9,"rx, rz, ry",circular,450,1700,165,7,5,13,5559.273964031864,2
2823,10,7,"ry, rx, rz",circular,240,2800,94,8,7,18,5560.484396961987,2
2824,24,4,"rz, ry, rx",circular,360,4700,111,6,5,16,5560.982158373265,2
2825,23,6,"rz, rx, ry",circular,483,1800,159,9,6,10,5561.758051506367,2
2826,17,6,ry,circular,119,1900,109,9,6,17,5566.359102222589,2
2827,15,7,ry,circular,120,1200,113,5,9,16,5568.490625425247,2
2828,19,7,"rx, ry, rz",circular,456,5000,157,5,6,14,5571.78325566432,2
2829,11,8,"rx, rz",circular,198,4400,106,9,5,15,5577.5217308728415,2
2830,12,7,"rx, ry",circular,192,4800,100,6,9,13,5578.087980875003,2
2831,19,5,"ry, rx, rz",circular,342,2000,113,9,8,17,5578.1179817553775,2
2832,23,8,"rz, ry, rx",circular,621,2300,211,8,9,18,5581.500666010377,2
2833,22,8,ry,circular,198,4600,185,8,9,15,5584.555006233879,2
2834,13,4,"ry, rx, rz",circular,195,4400,67,8,9,14,5586.203350747463,2
2835,18,6,rx,circular,126,1700,115,9,6,10,5591.398300447971,2
2836,25,6,"rz, rx, ry",circular,525,4100,171,8,5,12,5594.123090418092,2
2837,19,4,"rz, rx",circular,190,1700,86,8,7,19,5598.122034512639,2
2838,25,5,"rz, rx, ry",circular,450,4300,143,9,5,13,5608.474755865573,2
2839,17,6,"rx, rz",circular,238,3200,116,7,6,15,5609.842862756085,2
2840,13,6,ry,circular,91,4800,85,5,9,11,5611.355001921416,2
2841,13,9,"rz, ry",circular,260,3500,137,8,9,10,5612.891666798908,2
2842,13,7,"ry, rx, rz",circular,312,3100,115,7,8,15,5623.710460883657,2
2843,11,6,ry,circular,77,2800,73,9,7,11,5630.1231948822215,2
2844,20,8,"rx, rz",circular,360,2500,178,5,8,12,5630.277805649159,2
2845,12,8,"rx, ry",circular,216,2900,114,6,6,15,5630.542763814954,2
2846,16,8,rz,circular,144,1900,137,5,8,13,5632.677584916333,2
2847,21,8,"ry, rz, rx",circular,567,1400,195,6,6,14,5638.403518950935,2
2848,10,5,"rz, rx",circular,120,3500,62,7,7,16,5638.876257112636,2
2849,24,8,"ry, rx, rz",circular,648,1900,219,7,6,13,5639.179982197207,2
2850,21,5,"rz, rx, ry",circular,378,5000,123,7,8,19,5644.050979050815,2
2851,13,6,rx,circular,91,3800,85,9,8,19,5645.915999512065,2
2852,16,7,rx,circular,128,2800,120,9,6,15,5647.9152796493245,2
2853,18,6,"rx, rz, ry",circular,378,1400,129,5,5,11,5649.69202677776,2
2854,24,4,ry,circular,120,4000,101,9,7,18,5650.5096335083745,2
2855,11,5,rz,circular,66,2900,61,6,5,11,5653.032583544206,2
2856,19,7,"rz, rx",circular,304,3800,149,8,9,10,5655.753633830168,2
2857,13,6,"rz, ry, rx",circular,273,1700,99,9,6,11,5657.5036178713035,2
2858,24,7,"ry, rz, rx",circular,576,3900,192,5,8,12,5657.614576542496,2
2859,22,6,rz,circular,154,3600,139,9,5,10,5658.651705477953,2
2860,20,5,ry,circular,120,3200,106,6,6,17,5660.127944415225,2
2861,24,5,rz,circular,144,4300,126,8,9,19,5662.714790241387,2
2862,23,6,"ry, rx, rz",circular,483,2300,159,5,8,11,5663.174698158865,2
2863,16,6,"rz, ry",circular,224,3400,110,6,5,19,5664.0846414691005,2
2864,10,7,ry,circular,80,2300,78,5,5,11,5668.206865511758,2
2865,19,4,"ry, rx",circular,190,1500,86,8,5,11,5668.459123175625,2
2866,21,6,"rz, rx",circular,294,2100,140,7,9,12,5671.629504511355,2
2867,10,7,rz,circular,80,2000,78,8,5,14,5679.165669411219,2
2868,23,5,"rz, rx",circular,276,3000,127,6,9,12,5692.536359231291,2
2869,22,8,"rx, rz, ry",circular,594,2700,203,6,8,11,5695.458818703393,2
2870,11,7,"rx, ry",circular,176,2800,93,6,5,17,5695.515334374072,2
2871,11,6,"rz, rx, ry",circular,231,3200,87,7,8,12,5695.950728764711,2
2872,14,5,rz,circular,84,1700,76,8,5,15,5700.782007700071,2
2873,14,5,"rx, ry, rz",circular,252,1900,88,5,7,11,5702.747382161849,2
2874,19,7,"rx, rz",circular,304,4900,149,8,9,10,5707.447015076998,2
2875,11,5,"rx, rz, ry",circular,198,1400,73,7,6,12,5713.697938369362,2
2876,11,7,"ry, rz, rx",circular,264,2200,101,6,8,18,5715.188076626662,2
2877,11,5,"rz, ry",circular,132,3500,67,6,5,10,5716.876879533601,2
2878,10,5,rz,circular,60,5000,56,6,8,17,5719.7040549265,2
2879,15,6,"rz, rx, ry",circular,315,3100,111,9,6,16,5720.103813300096,2
2880,19,8,"rz, rx, ry",circular,513,3400,179,9,8,13,5721.254349381935,2
2881,20,7,"rx, ry",circular,320,2000,156,9,6,16,5725.633564209181,2
2882,10,8,ry,circular,90,1800,89,6,6,13,5726.802972476355,2
2883,12,9,rx,circular,120,3900,118,8,8,12,5732.338858039303,2
2884,21,7,"rx, rz",circular,336,1800,163,8,6,10,5739.171934730911,2
2885,12,5,"rx, rz",circular,144,1800,72,6,5,11,5739.1947354470085,2
2886,21,8,rz,circular,189,3500,177,8,8,12,5740.304053383393,2
2887,13,6,"ry, rx, rz",circular,273,1400,99,7,7,10,5742.006718150467,2
2888,14,6,"rz, rx, ry",circular,294,4300,105,6,6,16,5743.349212452732,2
2889,25,5,"ry, rx",circular,300,1800,137,8,9,19,5744.7873833676485,2
2890,23,7,rz,circular,184,2600,169,5,9,16,5748.011222638775,2
2891,10,4,"ry, rz",circular,100,4900,50,5,5,16,5758.020054002017,2
2892,11,8,"rx, ry, rz",circular,297,4300,115,6,6,16,5760.363876197788,2
2893,23,5,rx,circular,138,2600,121,6,9,19,5764.287411474323,2
2894,22,7,"rz, ry, rx",circular,528,4500,178,6,9,19,5770.882697728388,2
2895,22,5,"rx, ry, rz",circular,396,3700,128,7,5,15,5777.320874293492,2
2896,24,7,rx,circular,192,2400,176,6,9,18,5782.469300277206,2
2897,20,6,"ry, rx",circular,280,1200,134,5,7,16,5784.812512717345,2
2898,17,7,"rz, ry, rx",circular,408,1300,143,5,9,14,5785.918414343702,2
2899,22,5,"rz, ry",circular,264,4100,122,9,5,18,5786.314575629571,2
2900,11,8,"rx, ry, rz",circular,297,2200,115,5,9,13,5787.552830628525,2
2901,19,6,"ry, rx",circular,266,3600,128,9,7,15,5788.649098075322,2
2902,24,9,rx,circular,240,3400,226,9,6,18,5792.019336860302,2
2903,22,8,"ry, rz",circular,396,4100,194,8,8,17,5795.221549056196,2
2904,23,4,"rz, ry, rx",circular,345,2900,107,9,8,19,5796.757933835699,2
2905,18,8,rz,circular,162,3600,153,9,9,18,5804.486902371197,2
2906,11,7,"rz, ry, rx",circular,264,1200,101,7,7,13,5810.335411479717,2
2907,22,4,"ry, rx",circular,220,3900,98,6,9,13,5811.8074788754775,2
2908,25,6,"ry, rz",circular,350,4100,164,9,5,18,5812.369450918775,2
2909,17,7,"ry, rx",circular,272,1400,135,7,7,14,5813.722752396594,2
2910,12,5,"ry, rz",circular,144,1900,72,8,5,11,5815.565298171488,2
2911,14,5,rz,circular,84,2600,76,5,6,13,5818.755449881771,2
2912,10,5,"rx, ry, rz",circular,180,1200,68,5,7,14,5822.900703385273,2
2913,25,7,rz,circular,200,1700,183,7,9,13,5835.37918546252,2
2914,24,5,"ry, rx",circular,288,3800,132,9,7,17,5836.365652258952,2
2915,25,7,"rx, rz",circular,400,4400,191,9,5,12,5838.508947479677,2
2916,14,4,ry,circular,70,3300,61,8,8,18,5839.259239644955,2
2917,23,7,"ry, rz, rx",circular,552,4300,185,5,9,19,5845.089818360433,2
2918,21,6,"rz, rx, ry",circular,441,3300,147,7,5,19,5847.905447582493,2
2919,22,6,"ry, rz, rx",circular,462,1600,153,9,5,19,5848.282677207121,2
2920,13,10,"ry, rx",circular,286,3100,152,6,9,10,5848.289212385575,2
2921,14,7,"rx, ry",circular,224,4800,114,6,6,12,5850.267274606219,2
2922,24,8,ry,circular,216,4800,201,8,7,18,5851.722439195269,2
2923,12,5,rz,circular,72,3000,66,5,8,18,5852.094257302694,2
2924,20,9,rz,circular,200,4400,190,6,9,12,5855.338553069643,2
2925,11,6,rz,circular,77,5000,73,7,6,14,5857.1081067405285,2
2926,13,5,ry,circular,78,4100,71,5,8,13,5858.183321397539,2
2927,13,4,rx,circular,65,1800,57,6,9,15,5860.015902119342,2
2928,24,9,rz,circular,240,4000,226,5,6,16,5864.267939137294,2
2929,12,6,rx,circular,84,4100,79,8,9,12,5864.704453018532,2
2930,12,5,"rx, ry, rz",circular,216,3700,78,5,7,18,5871.509714166069,2
2931,24,6,rx,circular,168,1400,151,8,8,12,5872.272064440409,2
2932,16,8,"rz, rx",circular,288,4300,146,7,6,17,5873.320334383737,2
2933,15,6,rz,circular,105,2900,97,7,9,10,5880.056354553051,2
2934,22,6,"rx, ry",circular,308,4000,146,8,9,14,5880.748134873744,2
2935,24,6,rx,circular,168,1700,151,5,9,17,5881.679935945405,2
2936,16,5,ry,circular,96,1700,86,9,7,18,5885.051705196495,2
2937,18,5,"rx, rz, ry",circular,324,5000,108,9,7,10,5886.718917748537,2
2938,22,8,"ry, rz",circular,396,2600,194,9,6,17,5893.373093733657,2
2939,13,5,rx,circular,78,4600,71,9,9,16,5896.279848408767,2
2940,19,7,rz,circular,152,2400,141,9,5,18,5897.7101758473955,2
2941,21,7,"rx, rz, ry",circular,504,4400,171,9,6,15,5899.901791010367,2
2942,16,5,"ry, rz",circular,192,4000,92,7,6,18,5899.9175569888475,2
2943,11,5,"ry, rx",circular,132,3900,67,6,9,16,5905.573370613013,2
2944,21,5,rx,circular,126,3100,111,5,7,19,5905.587890786371,2
2945,12,7,ry,circular,96,2200,92,9,6,17,5906.310982985924,2
2946,21,4,"rz, rx",circular,210,1400,94,8,5,13,5910.009800351461,2
2947,13,5,"ry, rz, rx",circular,234,3000,83,5,6,13,5910.598909934213,2
2948,23,3,"rz, ry, rx",circular,276,2700,81,7,6,17,5911.243684881679,2
2949,11,4,"rx, ry",circular,110,3200,54,8,6,10,5914.860094317731,2
2950,15,8,rx,circular,135,4100,129,8,9,11,5919.071447189542,2
2951,20,7,"rx, rz, ry",circular,480,5000,164,6,5,10,5925.898658192933,2
2952,25,8,"rx, rz, ry",circular,675,2300,227,6,7,13,5934.941713974966,2
2953,20,6,"ry, rx, rz",circular,420,1400,141,8,6,18,5936.481719641493,2
2954,15,6,"rz, ry",circular,210,3100,104,6,6,15,5938.294427283036,2
2955,10,6,"rx, ry",circular,140,2300,74,6,7,15,5938.482754651104,2
2956,25,6,"rz, rx",circular,350,2100,164,9,9,10,5940.085372395512,2
2957,14,8,rz,circular,126,4000,121,7,7,12,5943.0065140733695,2
2958,18,8,"rz, ry",circular,324,1200,162,5,5,11,5943.440462426905,2
2959,21,8,rz,circular,189,2600,177,6,5,17,5944.122048122083,2
2960,14,6,"ry, rx, rz",circular,294,3000,105,7,6,15,5945.005074318609,2
2961,22,6,"ry, rx",circular,308,3600,146,9,7,18,5946.971432322523,2
2962,11,5,"ry, rx",circular,132,2900,67,7,5,12,5950.573577962491,2
2963,21,6,"rz, rx, ry",circular,441,3900,147,9,6,16,5952.441571462287,2
2964,23,5,ry,circular,138,1100,121,9,5,12,5952.6393210173155,2
2965,17,8,"ry, rx, rz",circular,459,1500,163,7,5,13,5953.609527268632,2
2966,10,8,"rz, ry, rx",circular,270,1100,107,5,7,14,5955.666207573413,2
2967,21,5,"rx, rz, ry",circular,378,2000,123,9,6,13,5955.698790082054,2
2968,17,6,"ry, rz, rx",circular,357,4100,123,6,9,12,5956.249264021069,2
2969,24,7,ry,circular,192,2900,176,9,6,12,5959.860561274839,2
2970,24,4,"rz, ry, rx",circular,360,1300,111,8,8,12,5962.392303397419,2
2971,13,9,"rz, ry",circular,260,1600,137,5,7,11,5966.206584087881,2
2972,11,7,"rz, rx, ry",circular,264,3700,101,6,8,15,5968.535941125368,2
2973,22,7,"ry, rz, rx",circular,528,1600,178,6,9,19,5971.137248791421,2
2974,13,8,"ry, rz",circular,234,2100,122,8,9,12,5973.307145751747,2
2975,11,6,"rz, rx, ry",circular,231,3500,87,6,9,11,5974.311908175333,2
2976,24,8,rx,circular,216,4000,201,5,6,14,5976.694317301614,2
2977,15,6,"ry, rx, rz",circular,315,1700,111,9,5,11,5977.514209197736,2
2978,25,5,"ry, rx",circular,300,3700,137,9,5,10,5979.288945529079,2
2979,20,8,ry,circular,180,1200,169,5,6,16,5979.58415974825,2
2980,16,5,"rx, rz, ry",circular,288,2900,98,6,7,13,5979.9185839260845,2
2981,15,8,"rx, ry, rz",circular,405,4200,147,7,8,16,5982.047873321084,2
2982,25,3,"rz, rx, ry",circular,300,1600,87,8,8,11,5983.059812302068,2
2983,14,6,"rx, rz, ry",circular,294,2600,105,7,8,15,5983.642028984655,2
2984,15,5,"rx, ry, rz",circular,270,3900,93,8,9,19,5986.305356404656,2
2985,20,10,"ry, rx",circular,440,1000,222,6,6,14,5986.431015076075,2
2986,12,7,"ry, rz, rx",circular,288,4700,108,7,7,11,5987.2247646645055,2
2987,15,5,"rz, rx, ry",circular,270,2000,93,7,8,12,5994.910194870071,2
2988,18,6,"rx, rz, ry",circular,378,4900,129,6,7,18,6002.28652731394,2
2989,23,10,"rz, rx, ry",circular,759,2000,263,9,8,18,6003.889342535701,2
2990,16,6,"ry, rx",circular,224,3000,110,6,6,16,6004.964939534068,2
2991,24,6,"rx, rz, ry",circular,504,2100,165,5,9,19,6008.327543616541,2
2992,11,8,rz,circular,99,3400,97,8,9,11,6010.106865627396,2
2993,25,5,"rx, rz",circular,300,2200,137,6,6,19,6010.207259329767,2
2994,15,7,"rx, rz",circular,240,2800,121,8,6,16,6012.610507635984,2
2995,16,6,"rz, rx",circular,224,1600,110,9,9,15,6018.310482683631,2
2996,15,6,"ry, rx, rz",circular,315,1800,111,6,8,12,6021.014355993224,2
2997,13,6,rx,circular,91,1900,85,6,7,18,6022.229308873209,2
2998,22,8,"rx, rz, ry",circular,594,2200,203,9,7,15,6027.458572666141,2
2999,15,5,"rx, ry",circular,180,4600,87,6,5,11,6027.730305368042,2
3000,16,5,rx,circular,96,2800,86,7,8,17,6031.015198507349,2
3001,15,8,"ry, rx",circular,270,2500,138,7,9,13,6031.245503614825,2
3002,21,5,"rz, ry, rx",circular,378,1800,123,5,7,10,6031.636795327523,2
3003,19,5,rz,circular,114,4100,101,7,9,12,6031.752162334892,2
3004,10,4,"rx, rz",circular,100,3200,50,5,9,10,6033.173954749685,2
3005,15,6,"ry, rx",circular,210,2700,104,7,7,13,6033.664750041807,2
3006,14,7,"rx, rz, ry",circular,336,2300,122,8,7,19,6035.940400129268,2
3007,18,4,rx,circular,90,2300,77,8,8,11,6036.172042774116,2
3008,16,6,rx,circular,112,2200,103,7,6,18,6038.072436981446,2
3009,25,5,ry,circular,150,2800,131,9,6,15,6038.909656455778,2
3010,18,5,"rx, ry",circular,216,3200,102,5,9,13,6042.266995005704,2
3011,25,8,"ry, rz",circular,450,4000,218,7,5,14,6043.15250300762,2
3012,20,6,rz,circular,140,2500,127,9,5,12,6047.3468575438865,2
3013,25,5,"rx, rz, ry",circular,450,2300,143,5,7,10,6048.55086787781,2
3014,25,8,"ry, rx",circular,450,4100,218,9,5,16,6049.462499262805,2
3015,10,3,"rz, ry",circular,80,4600,38,9,8,17,6050.2037343305155,2
3016,22,10,ry,circular,242,1500,231,7,5,15,6051.742814408201,2
3017,10,7,"rx, ry",circular,160,1800,86,9,6,15,6053.557884403663,2
3018,25,8,ry,circular,225,3700,209,9,6,10,6055.334327054069,2
3019,22,6,rz,circular,154,1200,139,5,7,15,6056.434049791297,2
3020,12,5,"rz, ry",circular,144,3100,72,6,5,12,6058.160290580527,2
3021,23,5,rx,circular,138,4700,121,5,9,16,6059.571622869859,2
3022,21,6,"rz, rx, ry",circular,441,3400,147,6,6,16,6059.6033447958725,2
3023,11,8,"rz, rx, ry",circular,297,3100,115,8,7,17,6059.927705131436,2
3024,25,5,"rx, ry, rz",circular,450,4900,143,6,5,18,6061.581565026068,2
3025,12,9,"rx, rz, ry",circular,360,4500,138,5,7,12,6065.403825131838,2
3026,20,6,"rx, ry",circular,280,2500,134,9,5,18,6066.755405436138,2
3027,12,7,rz,circular,96,2700,92,8,5,15,6072.220470971025,2
3028,16,8,"rx, ry",circular,288,3700,146,9,7,17,6073.245582392886,2
3029,24,6,"ry, rz",circular,336,1800,158,7,7,19,6077.48847835082,2
3030,24,9,"rz, rx, ry",circular,720,3700,246,7,6,13,6079.024669377151,2
3031,18,7,"rx, ry",circular,288,2900,142,5,5,19,6079.51111898176,2
3032,20,7,ry,circular,160,2300,148,8,5,18,6080.199520286128,2
3033,22,8,ry,circular,198,3400,185,7,5,17,6084.224538619863,2
3034,22,9,"rx, rz, ry",circular,660,2700,228,5,6,14,6087.3790320109365,2
3035,16,5,"rx, ry",circular,192,3600,92,8,9,16,6090.407068239417,2
3036,25,6,"rx, ry",circular,350,4200,164,8,8,17,6090.450516561384,2
3037,12,7,"rx, ry",circular,192,2100,100,8,7,14,6093.159843442205,2
3038,17,3,"rx, rz, ry",circular,204,3900,63,9,5,17,6095.173508885509,2
3039,11,5,"ry, rz",circular,132,2000,67,9,9,15,6096.678044050562,2
3040,11,8,"rx, ry, rz",circular,297,2000,115,5,8,11,6096.922193491114,2
3041,25,7,rx,circular,200,3200,183,8,9,10,6103.502989856547,2
3042,14,6,ry,circular,98,1800,91,7,7,17,6105.468702203416,2
3043,12,9,rz,circular,120,1000,118,7,9,12,6107.826875982864,2
3044,11,7,"rx, ry",circular,176,1000,93,6,8,15,6108.982592424428,2
3045,10,10,ry,circular,110,2400,111,8,7,10,6116.297819752588,2
3046,16,5,"rx, rz, ry",circular,288,1100,98,7,8,10,6116.4709202312815,2
3047,13,3,"rx, ry, rz",circular,156,4900,51,5,6,12,6117.5806621782895,2
3048,24,5,"ry, rx",circular,288,2600,132,6,7,18,6123.176978791095,2
3049,15,5,"rz, rx, ry",circular,270,4400,93,5,8,10,6126.558540872082,2
3050,14,5,"rz, ry, rx",circular,252,4300,88,7,6,17,6127.585695345084,2
3051,20,7,ry,circular,160,3200,148,8,6,15,6127.841792472958,2
3052,24,7,"rz, ry",circular,384,4000,184,5,9,12,6128.630276986151,2
3053,20,7,rz,circular,160,2900,148,8,9,14,6132.160127615424,2
3054,12,5,"rz, rx",circular,144,4600,72,9,8,12,6133.312937468021,2
3055,16,6,"ry, rz, rx",circular,336,2200,117,6,9,10,6134.282209693196,2
3056,18,6,"rz, ry, rx",circular,378,4100,129,8,9,18,6136.412521159968,2
3057,10,5,"ry, rz",circular,120,2000,62,9,5,16,6136.456849367944,2
3058,25,7,"rz, ry",circular,400,2300,191,8,6,16,6139.100157843275,2
3059,13,6,"rz, ry",circular,182,4400,92,5,9,15,6139.531449927258,2
3060,22,8,"rz, ry",circular,396,4100,194,7,6,19,6140.776612034146,2
3061,25,7,"ry, rx",circular,400,1600,191,5,8,11,6141.310887753916,2
3062,20,6,"rx, rz",circular,280,3400,134,5,5,18,6145.427292549537,2
3063,23,6,"rz, rx, ry",circular,483,4100,159,8,7,19,6145.835697721847,2
3064,24,7,"rx, rz, ry",circular,576,4300,192,8,5,11,6148.437943052541,2
3065,23,7,"rz, ry",circular,368,2000,177,7,6,11,6148.508099136488,2
3066,23,7,"rz, ry",circular,368,1500,177,6,5,11,6149.342241644183,2
3067,22,7,rz,circular,176,1500,162,8,7,11,6149.950410644712,2
3068,25,7,rx,circular,200,1000,183,6,9,12,6151.304047279049,2
3069,17,8,"ry, rx, rz",circular,459,1100,163,7,7,17,6151.534469355355,2
3070,20,8,"ry, rz",circular,360,1400,178,8,5,19,6152.560500357687,2
3071,18,5,"rz, ry, rx",circular,324,3000,108,6,8,18,6153.693481813113,2
3072,25,7,"rx, ry",circular,400,3900,191,7,6,12,6154.942232688264,2
3073,17,5,"rz, rx, ry",circular,306,2200,103,7,6,19,6155.044503563154,2
3074,13,7,"rz, ry, rx",circular,312,2500,115,5,6,12,6155.671012535466,2
3075,15,8,"ry, rz",circular,270,4800,138,5,5,10,6159.204560407958,2
3076,21,5,rx,circular,126,3400,111,9,6,19,6160.987653154593,2
3077,17,5,"rz, rx",circular,204,4600,97,6,9,17,6161.145427470022,2
3078,25,6,"rz, rx",circular,350,2000,164,6,9,15,6162.677476811971,2
3079,17,6,rx,circular,119,2900,109,5,9,17,6164.920357547494,2
3080,12,8,"rx, ry",circular,216,2500,114,7,7,19,6168.5924190126225,2
3081,21,7,"rz, ry, rx",circular,504,4700,171,6,6,17,6168.708975735958,2
3082,15,8,ry,circular,135,3900,129,8,7,13,6169.952306928926,2
3083,14,9,"rz, rx",circular,280,4800,146,8,9,10,6170.291232941472,2
3084,12,8,"rz, ry",circular,216,2300,114,5,7,12,6170.683547935371,2
3085,10,5,"rx, ry",circular,120,3900,62,6,8,15,6172.104607548986,2
3086,15,5,"ry, rx, rz",circular,270,3400,93,6,8,13,6172.113133969494,2
3087,16,6,"rz, ry, rx",circular,336,3100,117,6,6,19,6172.466021219225,2
3088,14,6,"rz, rx, ry",circular,294,1900,105,7,9,19,6172.720656047007,2
3089,25,6,"rz, ry",circular,350,4100,164,6,5,13,6174.263398036958,2
3090,12,6,rx,circular,84,4600,79,6,6,12,6174.778471430149,2
3091,15,8,"ry, rz, rx",circular,405,3700,147,9,9,11,6174.882974023948,2
3092,13,8,"ry, rz, rx",circular,351,1200,131,7,6,10,6175.196082151587,2
3093,10,7,"rx, ry, rz",circular,240,1300,94,5,6,11,6179.592477705351,2
3094,18,5,rx,circular,108,2100,96,6,9,15,6179.597771329922,2
3095,17,8,rz,circular,153,1000,145,6,7,16,6181.047594247086,2
3096,20,6,"ry, rz",circular,280,2400,134,7,7,14,6182.088288730415,2
3097,14,8,rz,circular,126,3800,121,5,6,12,6182.748549945346,2
3098,19,7,"rx, ry",circular,304,3700,149,7,5,16,6183.351854451,2
3099,22,4,"rx, rz, ry",circular,330,3300,103,6,9,11,6183.729223546234,2
3100,12,8,"rx, rz, ry",circular,324,3300,123,9,7,16,6184.701907801299,2
3101,19,8,"rx, rz, ry",circular,513,4200,179,8,7,15,6185.033851726073,2
3102,14,7,"rx, ry, rz",circular,336,2500,122,5,7,18,6186.996559630162,2
3103,10,6,rz,circular,70,2900,67,7,6,15,6188.884408635991,2
3104,20,9,ry,circular,200,4800,190,5,7,13,6189.179626469989,2
3105,17,5,rx,circular,102,4200,91,9,5,16,6190.767062320498,2
3106,19,9,"rz, rx, ry",circular,570,4300,201,5,6,15,6193.959013324078,2
3107,20,7,rz,circular,160,1600,148,8,6,15,6195.305276976404,2
3108,13,8,"ry, rz, rx",circular,351,5000,131,6,7,10,6195.638157389775,2
3109,19,7,"rx, rz, ry",circular,456,1700,157,8,7,14,6195.70241936528,2
3110,18,6,rx,circular,126,1700,115,7,6,18,6195.754170567168,2
3111,22,5,"ry, rx",circular,264,4800,122,7,9,10,6203.116268449335,2
3112,18,3,ry,circular,72,4000,58,7,9,17,6203.121384085873,2
3113,25,6,"ry, rx",circular,350,1400,164,7,8,19,6203.455703242049,2
3114,10,5,rx,circular,60,3400,56,8,5,13,6205.533989120924,2
3115,16,6,"ry, rz, rx",circular,336,4800,117,5,8,10,6208.996532043605,2
3116,17,8,"ry, rx",circular,306,1700,154,7,9,18,6216.972543050318,2
3117,25,6,"ry, rx",circular,350,3100,164,7,6,10,6220.760150302898,2
3118,19,7,"ry, rx",circular,304,4100,149,8,8,13,6222.298009822017,2
3119,22,5,rx,circular,132,4500,116,9,5,16,6224.305918555119,2
3120,23,7,"rx, ry, rz",circular,552,4400,185,7,8,16,6225.502321753923,2
3121,14,6,rx,circular,98,4700,91,8,8,11,6225.526226556659,2
3122,25,5,"rz, rx",circular,300,3200,137,6,9,17,6226.8001608670675,2
3123,11,5,"ry, rx",circular,132,2600,67,9,9,19,6229.000114130376,2
3124,21,8,"rz, rx, ry",circular,567,1800,195,6,8,15,6229.042558952716,2
3125,15,7,"ry, rx, rz",circular,360,1800,129,6,6,17,6231.848798493005,2
3126,13,7,ry,circular,104,4200,99,5,7,19,6233.312099325343,2
3127,15,8,"ry, rz",circular,270,2500,138,5,9,16,6233.598263379915,2
3128,14,6,"rz, ry",circular,196,1300,98,7,8,12,6234.130767399926,2
3129,21,7,rz,circular,168,2800,155,9,5,17,6235.443667168003,2
3130,24,6,"ry, rx, rz",circular,504,2200,165,6,8,14,6236.865328824974,2
3131,10,5,"ry, rz, rx",circular,180,2900,68,9,9,15,6238.992136985214,2
3132,18,7,rz,circular,144,3500,134,9,9,17,6242.28522044985,2
3133,10,6,rz,circular,70,1200,67,7,5,11,6242.84054985486,2
3134,25,6,"rx, ry, rz",circular,525,3300,171,7,9,19,6247.388739452555,2
3135,18,6,"rz, rx",circular,252,4500,122,8,6,10,6249.319043323918,2
3136,13,4,"rz, ry",circular,130,3100,62,8,8,16,6250.9766887197475,2
3137,10,8,rx,circular,90,4500,89,9,9,17,6252.221456378577,2
3138,23,5,ry,circular,138,3300,121,7,8,10,6255.173209608549,2
3139,14,7,rx,circular,112,1600,106,6,9,18,6257.918062491017,2
3140,10,9,"ry, rx, rz",circular,300,2000,120,7,5,19,6258.704459296787,2
3141,24,6,"rx, rz",circular,336,3400,158,9,5,10,6259.977212839634,2
3142,25,7,rz,circular,200,2300,183,7,7,15,6260.316287661018,2
3143,18,8,"rz, ry",circular,324,3000,162,6,8,16,6261.78369208393,2
3144,16,6,"rx, ry",circular,224,2900,110,8,7,11,6263.205980594324,2
3145,20,9,rx,circular,200,2400,190,9,6,10,6265.8831304173555,2
3146,14,5,"rx, ry, rz",circular,252,1900,88,7,7,17,6268.793378300687,2
